Year,Month,Day,City_encoded,State_encoded,Store type_encoded
2007,1,12,33,29,0
2018,12,28,0,12,0
2015,4,15,31,13,0
2012,6,22,9,5,0
2014,5,12,52,14,1
2014,7,21,51,8,1
2007,5,23,40,27,0
2016,1,11,35,21,0
2009,8,14,51,8,0
2020,3,9,36,27,1
2017,7,17,15,8,0
2015,1,14,5,25,0
2013,8,12,27,30,1
2012,5,23,4,5,1
2016,7,18,36,27,0
2008,10,24,35,21,0
2015,8,17,20,11,0
2023,9,13,53,18,0
2023,4,19,30,19,0
2009,4,15,21,2,0
2017,2,24,25,18,1
2009,11,13,54,20,1
2009,3,25,21,2,0
2015,9,11,10,12,1
2018,7,20,19,25,1
2023,12,15,43,1,0
2013,11,1,45,10,1
2016,2,15,41,4,0
2014,4,11,3,22,1
2016,4,1,15,8,1
2008,5,21,13,16,0
2024,2,7,25,18,0
2013,1,28,55,31,1
2012,8,15,3,22,1
2016,11,7,29,27,1
2019,12,20,26,15,0
2017,1,2,36,27,1
2021,1,15,25,18,0
2014,7,25,18,9,0
2023,10,13,17,14,0
2022,6,29,36,27,0
2011,11,30,38,23,0
2014,12,17,18,9,1
2017,8,28,37,6,1
2009,8,21,26,15,0
2021,3,22,47,4,0
2019,6,5,34,20,1
2022,10,10,31,13,1
2016,10,3,21,2,1
2018,12,19,8,22,1
2018,3,26,48,29,1
2021,12,6,25,18,0
2019,11,29,19,25,0
2008,5,21,55,31,1
2022,5,2,41,4,0
2010,5,28,6,27,0
2013,4,22,32,6,1
2008,2,22,35,21,0
2008,6,25,1,0,1
2008,1,23,34,20,1
2019,1,2,19,25,1
2016,3,4,51,8,0
2022,5,13,23,27,1
2013,8,16,1,0,1
2017,6,16,12,7,1
2023,12,6,34,20,1
2023,1,20,40,27,0
2015,11,9,2,3,0
2014,5,16,15,8,1
2019,5,22,37,6,0
2016,11,16,21,2,1
2015,5,29,36,27,1
2014,8,27,2,3,0
2015,9,4,14,24,1
2012,10,24,8,22,0
2014,5,9,44,28,1
2015,8,31,16,9,0
2007,4,20,8,22,0
2008,3,3,3,22,0
2011,8,10,21,2,1
2017,10,13,35,21,1
2007,2,26,27,30,1
2009,6,19,44,28,1
2022,12,5,47,4,1
2008,8,8,38,23,1
2010,10,1,14,24,1
2019,3,25,12,7,1
2022,8,8,1,0,1
2016,1,11,46,6,0
2011,1,19,45,10,1
2017,5,8,11,29,1
2007,3,28,41,4,0
2017,1,18,36,27,1
2018,1,8,38,23,1
2020,8,28,7,11,0
2023,7,21,48,29,1
2022,4,4,31,13,0
2014,12,19,53,18,0
2018,11,26,37,6,1
2012,10,15,34,20,1
2013,4,3,25,18,0
2023,4,28,50,29,0
2010,6,18,36,27,0
2008,1,7,6,27,0
2019,9,13,49,26,0
2020,10,19,48,29,1
2016,8,26,38,23,1
2019,8,19,32,6,1
2015,12,28,25,18,1
2017,9,15,11,29,1
2023,11,24,41,4,0
2014,3,5,42,17,1
2018,5,23,34,20,1
2022,5,4,10,12,1
2010,1,4,48,29,0
2016,1,29,12,7,0
2019,8,26,47,4,0
2011,5,2,11,29,1
2007,11,12,27,30,0
2023,11,6,41,4,1
2022,2,2,23,27,1
2007,5,7,16,9,0
2019,10,16,43,1,0
2017,7,7,47,4,1
2017,4,26,38,23,0
2013,2,6,35,21,0
2016,6,1,24,1,0
2021,10,22,53,18,0
2013,12,9,0,12,0
2024,1,22,10,12,1
2014,5,19,10,12,0
2020,4,29,51,8,0
2012,5,18,5,25,0
2018,1,5,47,4,0
2013,7,8,50,29,1
2020,4,1,40,27,0
2019,9,20,46,6,0
2014,6,6,7,11,0
2021,4,19,8,22,1
2009,6,17,9,5,1
2021,11,1,4,5,1
2022,9,28,18,9,0
2017,1,20,26,15,1
2023,11,8,32,6,1
2019,5,10,9,5,1
2010,1,27,38,23,0
2007,6,12,43,1,1
2024,1,24,29,27,1
2018,8,15,34,20,0
2010,3,12,41,4,0
2021,6,28,10,12,1
2022,6,1,45,10,1
2015,11,30,12,7,1
2022,11,11,15,8,1
2023,1,18,35,21,1
2011,10,24,35,21,1
2011,11,23,51,8,1
2014,2,24,5,25,1
2011,7,6,11,29,0
2019,10,23,4,5,1
2014,8,27,37,6,0
2019,11,4,3,22,1
2008,11,10,51,8,0
2017,1,27,50,29,0
2009,10,30,5,25,1
2022,5,9,9,5,0
2015,5,8,54,20,0
2018,5,11,55,31,0
2008,7,4,16,9,0
2007,5,28,17,14,0
2010,5,19,10,12,1
2007,6,8,51,8,0
2013,11,4,49,26,0
2012,1,11,4,5,0
2016,1,4,21,2,1
2013,11,11,4,5,0
2019,7,8,0,12,1
2016,3,14,41,4,1
2016,2,3,23,27,1
2012,6,6,2,3,0
2017,5,29,7,11,0
2015,1,16,13,16,0
2016,2,26,26,15,0
2022,6,3,55,31,1
2017,3,13,14,24,1
2010,10,29,24,1,0
2007,5,21,28,25,1
2012,7,18,43,1,1
2007,5,15,21,2,1
2017,9,22,24,1,0
2013,10,25,38,23,1
2019,11,27,21,2,0
2022,6,10,42,17,0
2015,9,30,13,16,0
2021,9,22,25,18,0
2016,10,28,10,12,1
2009,3,18,33,29,1
2023,1,9,28,25,0
2015,1,5,26,15,0
2014,10,24,47,4,1
2022,10,10,0,12,0
2012,6,4,55,31,1
2017,7,31,38,23,1
2012,6,22,46,6,1
2010,6,18,32,6,0
2016,5,9,32,6,0
2014,2,7,1,0,0
2022,7,13,8,22,1
2017,12,1,5,25,1
2009,10,9,22,11,1
2018,1,8,17,14,0
2008,8,18,27,30,0
2014,6,11,54,20,1
2012,3,2,40,27,0
2013,5,22,24,1,1
2010,11,3,27,30,0
2008,4,28,5,25,0
2016,12,21,9,5,1
2023,3,10,50,29,0
2007,1,20,17,14,0
2018,4,27,52,14,0
2013,1,23,25,18,0
2020,10,16,47,4,1
2007,6,11,32,6,1
2019,7,24,14,24,1
2012,9,21,51,8,1
2023,7,24,53,18,1
2014,9,22,25,18,1
2014,2,26,41,4,0
2008,8,1,36,27,0
2015,8,24,52,14,1
2023,1,16,34,20,1
2007,6,18,9,5,0
2023,7,14,27,30,1
2020,3,2,18,9,0
2016,2,17,38,23,1
2008,10,13,10,12,0
2014,12,5,36,27,0
2010,8,25,23,27,1
2018,7,4,38,23,1
2014,2,24,0,12,1
2007,8,6,53,18,0
2011,7,22,2,3,1
2017,10,18,19,25,1
2009,6,17,10,12,0
2008,3,14,29,27,0
2015,11,11,5,25,1
2017,5,29,34,20,0
2010,1,13,33,29,0
2010,12,24,42,17,0
2019,8,9,3,22,1
2023,3,31,51,8,0
2023,10,16,50,29,1
2014,6,20,35,21,1
2008,6,16,0,12,0
2018,10,24,49,26,1
2018,11,23,38,23,1
2021,1,13,3,22,0
2013,3,1,25,18,0
2013,1,23,31,13,1
2007,4,10,19,25,1
2010,11,19,26,15,1
2010,12,27,50,29,1
2007,2,22,1,0,0
2011,9,2,11,29,0
2024,1,3,28,25,1
2008,10,17,21,2,1
2009,10,2,5,25,0
2012,4,2,29,27,0
2011,1,14,20,11,0
2022,9,23,0,12,1
2010,11,5,23,27,0
2010,3,5,3,22,1
2015,8,14,19,25,0
2022,11,11,27,30,1
2016,11,18,34,20,1
2020,12,4,38,23,1
2023,7,10,36,27,0
2011,6,17,44,28,0
2008,5,19,12,7,1
2022,6,24,53,18,1
2019,2,13,50,29,1
2013,2,13,44,28,1
2017,7,24,52,14,0
2016,6,10,14,24,1
2007,5,21,41,4,1
2013,12,4,17,14,0
2019,1,18,36,27,1
2012,4,23,14,24,1
2016,3,7,37,6,0
2010,9,13,6,27,0
2019,5,3,15,8,1
2009,4,15,42,17,0
2013,9,9,28,25,1
2019,4,29,13,16,0
2012,11,5,10,12,1
2009,5,22,24,1,1
2014,3,14,29,27,1
2010,7,28,30,19,0
2013,3,27,26,15,1
2009,1,12,50,29,0
2015,7,31,0,12,1
2010,10,15,5,25,1
2023,4,24,32,6,1
2017,6,14,14,24,1
2016,4,11,3,22,1
2021,9,22,38,23,1
2017,2,17,34,20,1
2008,1,7,25,18,1
2010,6,16,45,10,1
2011,11,4,37,6,1
2008,6,18,37,6,1
2023,10,4,50,29,1
2019,10,23,50,29,0
2008,1,16,29,27,0
2013,10,25,46,6,0
2023,6,14,27,30,1
2015,3,2,12,7,1
2013,4,1,48,29,1
2019,8,16,43,1,0
2012,4,2,39,25,0
2016,4,4,16,9,1
2007,6,21,45,10,1
2017,2,20,9,5,1
2007,10,15,33,29,0
2013,4,8,29,27,0
2020,9,25,7,11,0
2016,3,7,36,27,1
2015,9,21,5,25,1
2014,2,24,14,24,0
2023,3,3,24,1,1
2015,9,9,55,31,0
2022,5,2,48,29,0
2011,9,14,30,19,1
2012,9,24,13,16,1
2007,6,15,14,24,1
2022,8,1,48,29,0
2023,6,23,16,9,0
2019,5,3,25,18,1
2016,1,6,40,27,0
2023,8,30,34,20,1
2012,7,18,9,5,0
2008,12,24,8,22,1
2007,11,5,9,5,0
2012,6,11,15,8,1
2018,8,29,45,10,1
2010,6,18,5,25,0
2008,6,2,22,11,1
2023,2,10,25,18,0
2022,3,25,4,5,0
2008,3,19,33,29,0
2015,9,25,24,1,0
2016,6,27,10,12,0
2024,1,26,51,8,0
2023,11,8,29,27,0
2009,6,17,52,14,0
2019,1,7,41,4,1
2021,11,29,55,31,0
2019,5,17,46,6,0
2008,9,19,22,11,1
2016,4,18,30,19,0
2018,5,2,10,12,0
2013,5,6,26,15,1
2012,9,24,0,12,0
2009,12,7,50,29,1
2021,6,2,31,13,0
2013,3,27,1,0,1
2018,8,15,17,14,1
2007,5,29,19,25,1
2016,2,26,50,29,0
2010,7,5,0,12,1
2011,6,6,37,6,1
2010,7,14,49,26,0
2007,5,24,48,29,1
2013,7,19,50,29,0
2010,12,13,52,14,0
2011,5,13,49,26,0
2007,1,25,47,4,0
2017,6,26,2,3,1
2010,12,13,26,15,1
2022,10,28,38,23,0
2008,7,14,1,0,1
2016,9,30,34,20,1
2016,3,2,55,31,1
2013,4,3,5,25,0
2014,2,26,29,27,1
2009,11,18,6,27,0
2020,9,11,3,22,0
2018,10,26,6,27,0
2023,3,15,38,23,0
2012,12,28,53,18,0
2017,9,1,10,12,0
2017,11,6,49,26,1
2015,1,30,36,27,1
2022,6,15,40,27,0
2009,2,11,13,16,0
2022,8,17,45,10,1
2007,4,11,54,20,1
2019,2,20,4,5,0
2013,3,8,5,25,1
2014,1,3,20,11,0
2019,10,14,11,29,1
2012,6,11,40,27,1
2009,3,23,9,5,1
2023,6,2,29,27,0
2010,9,20,16,9,0
2018,2,7,19,25,1
2008,6,13,18,9,1
2017,7,24,48,29,0
2008,1,25,31,13,0
2008,6,4,2,3,0
2017,7,19,54,20,1
2023,10,20,42,17,0
2019,6,19,9,5,0
2022,5,13,2,3,0
2009,7,20,44,28,1
2019,8,16,14,24,1
2015,3,30,4,5,1
2016,11,28,17,14,1
2009,10,21,12,7,1
2015,1,12,46,6,1
2020,2,17,42,17,0
2017,3,29,11,29,0
2015,9,25,25,18,0
2019,5,17,32,6,1
2008,5,28,2,3,0
2012,6,13,10,12,0
2019,8,19,28,25,1
2015,11,9,44,28,0
2015,6,10,39,25,1
2013,4,1,3,22,0
2008,1,30,4,5,0
2018,6,15,38,23,0
2007,2,14,37,6,0
2019,12,16,2,3,1
2015,11,11,48,29,0
2020,1,10,31,13,0
2021,11,17,28,25,1
2013,3,22,0,12,0
2007,5,18,24,1,0
2013,12,23,52,14,0
2023,11,27,23,27,1
2017,10,11,45,10,0
2018,4,13,24,1,0
2022,2,25,24,1,0
2021,3,24,25,18,0
2007,7,23,3,22,0
2021,5,28,19,25,1
2007,12,3,42,17,1
2015,1,30,55,31,0
2011,8,19,44,28,0
2023,5,8,16,9,1
2011,1,7,29,27,0
2012,2,29,4,5,0
2015,4,15,12,7,1
2010,4,23,22,11,1
2019,3,20,41,4,0
2021,8,11,6,27,1
2007,6,11,34,20,0
2013,9,18,17,14,0
2020,10,7,44,28,1
2011,3,7,22,11,0
2013,6,26,33,29,1
2016,4,15,28,25,0
2023,2,13,24,1,1
2022,10,28,24,1,1
2022,8,1,31,13,0
2020,8,21,47,4,1
2022,12,9,46,6,1
2015,7,22,7,11,0
2009,11,25,10,12,1
2011,1,14,31,13,0
2011,6,1,43,1,0
2013,5,3,24,1,0
2011,6,20,1,0,0
2014,12,22,12,7,1
2019,6,19,52,14,0
2015,2,11,10,12,0
2009,9,7,49,26,0
2014,10,13,25,18,1
2013,8,9,47,4,1
2015,10,19,2,3,0
2020,11,27,26,15,0
2017,7,12,37,6,0
2019,12,16,0,12,0
2012,6,18,40,27,0
2008,3,26,47,4,1
2010,10,13,21,2,0
2014,11,3,47,4,0
2016,12,2,47,4,0
2022,4,27,18,9,1
2023,2,15,37,6,1
2011,2,11,15,8,0
2019,1,30,26,15,0
2014,1,24,1,0,1
2008,3,10,5,25,1
2020,10,21,3,22,0
2017,2,17,6,27,1
2021,9,17,32,6,1
2011,4,20,13,16,0
2021,3,26,14,24,0
2017,6,7,25,18,0
2016,12,14,36,27,0
2023,5,15,24,1,0
2016,4,13,36,27,1
2013,8,26,9,5,0
2020,1,3,24,1,0
2009,8,26,43,1,0
2013,6,3,52,14,0
2021,11,26,14,24,1
2012,11,21,30,19,1
2014,5,28,23,27,0
2011,4,27,55,31,0
2019,5,27,47,4,0
2023,9,1,17,14,1
2019,4,12,11,29,1
2015,7,22,12,7,0
2017,1,30,55,31,0
2012,3,2,50,29,1
2022,4,29,4,5,1
2017,12,8,54,20,0
2017,11,29,53,18,0
2009,1,28,11,29,0
2018,8,1,6,27,1
2020,8,17,37,6,1
2022,6,20,38,23,1
2007,1,31,51,8,1
2020,7,24,28,25,0
2011,10,19,8,22,1
2011,10,3,18,9,1
2010,2,8,36,27,1
2014,2,19,50,29,0
2016,2,5,45,10,1
2022,9,2,40,27,1
2023,3,8,26,15,0
2007,2,17,11,29,0
2008,1,28,15,8,1
2023,6,30,13,16,0
2013,7,22,17,14,0
2022,9,12,38,23,1
2011,9,9,44,28,1
2013,2,22,1,0,0
2019,3,15,4,5,1
2008,8,13,54,20,1
2020,4,8,10,12,0
2008,8,22,13,16,0
2021,10,11,25,18,1
2019,11,29,34,20,0
2012,12,14,47,4,0
2015,6,22,38,23,1
2015,11,23,2,3,0
2019,9,11,27,30,1
2012,6,1,48,29,0
2019,11,29,46,6,0
2023,9,18,5,25,0
2020,12,7,52,14,1
2012,6,22,37,6,0
2015,1,2,45,10,1
2011,9,26,55,31,0
2022,12,23,6,27,1
2015,12,30,46,6,0
2009,3,2,28,25,0
2014,1,15,45,10,0
2022,12,23,47,4,0
2013,1,7,31,13,1
2023,9,8,13,16,1
2017,12,20,53,18,0
2013,3,11,36,27,0
2010,2,19,55,31,1
2017,3,10,43,1,0
2018,11,9,7,11,1
2008,5,2,15,8,1
2011,9,23,27,30,0
2023,6,9,41,4,0
2016,8,17,45,10,0
2019,11,8,19,25,1
2017,9,18,55,31,0
2020,10,26,29,27,1
2010,6,25,15,8,1
2023,10,11,24,1,0
2022,12,21,53,18,0
2019,11,27,30,19,1
2007,4,11,33,29,1
2010,1,20,50,29,0
2007,9,17,21,2,0
2023,7,10,54,20,1
2016,12,2,55,31,0
2009,8,24,27,30,0
2016,8,5,37,6,1
2023,7,5,46,6,1
2022,2,25,37,6,0
2022,2,11,18,9,0
2014,5,2,6,27,1
2019,11,13,54,20,1
2019,4,1,6,27,1
2014,2,17,6,27,1
2009,8,14,48,29,0
2015,3,13,44,28,1
2015,1,9,26,15,0
2017,7,21,9,5,1
2012,10,31,32,6,1
2022,4,20,0,12,0
2021,5,12,54,20,1
2015,9,18,39,25,0
2008,10,1,2,3,0
2021,4,26,27,30,1
2018,1,3,48,29,1
2009,3,23,5,25,1
2019,1,30,31,13,1
2012,3,9,34,20,0
2007,3,20,41,4,0
2024,1,22,1,0,1
2010,7,16,21,2,1
2023,6,23,15,8,0
2023,12,1,13,16,0
2017,7,28,16,9,1
2021,11,8,45,10,0
2022,2,25,41,4,0
2017,4,17,52,14,1
2016,12,21,2,3,1
2012,5,30,4,5,0
2022,11,14,5,25,0
2018,12,19,10,12,0
2019,1,28,7,11,1
2015,10,19,15,8,1
2012,8,22,12,7,1
2014,8,6,11,29,1
2015,12,21,21,2,0
2008,4,21,5,25,0
2012,12,10,11,29,0
2018,1,24,29,27,0
2022,10,19,51,8,0
2007,1,15,15,8,0
2010,6,30,24,1,0
2021,7,12,38,23,0
2017,5,8,21,2,1
2016,8,22,42,17,0
2022,9,2,22,11,1
2012,9,28,52,14,1
2023,7,17,21,2,1
2020,1,8,13,16,1
2017,9,11,17,14,0
2018,7,2,19,25,0
2012,4,20,16,9,1
2024,1,5,7,11,1
2015,3,20,35,21,1
2009,11,27,14,24,0
2008,8,11,50,29,1
2023,4,3,49,26,0
2018,8,3,49,26,1
2009,7,3,33,29,0
2018,9,21,26,15,1
2015,6,12,0,12,0
2020,11,20,8,22,1
2020,2,12,8,22,1
2010,10,4,21,2,0
2022,10,28,53,18,0
2009,10,23,22,11,1
2007,5,16,48,29,1
2019,8,26,0,12,1
2013,3,4,54,20,0
2014,4,30,33,29,0
2009,10,9,5,25,1
2013,4,12,3,22,0
2014,3,5,12,7,1
2021,7,30,10,12,1
2008,7,9,12,7,0
2013,3,6,27,30,0
2016,2,3,53,18,0
2018,8,24,29,27,0
2020,1,3,46,6,0
2021,7,9,17,14,0
2016,7,1,9,5,1
2012,11,16,49,26,1
2019,8,19,30,19,0
2007,6,28,1,0,0
2007,9,10,0,12,1
2019,2,15,2,3,0
2016,1,11,48,29,1
2021,11,19,14,24,1
2011,10,12,0,12,0
2014,8,29,29,27,1
2012,4,11,16,9,1
2008,5,9,9,5,1
2011,4,20,55,31,0
2013,10,28,5,25,0
2022,9,30,37,6,1
2022,4,29,3,22,0
2012,2,13,23,27,0
2015,5,8,29,27,0
2010,8,4,20,11,1
2022,12,23,4,5,1
2007,7,9,34,20,0
2015,3,4,42,17,0
2021,3,31,5,25,1
2015,10,23,6,27,1
2013,1,9,53,18,1
2007,6,22,5,25,1
2008,12,5,21,2,1
2016,2,26,52,14,1
2013,10,2,49,26,1
2014,2,21,53,18,1
2007,9,24,8,22,0
2012,12,28,10,12,1
2023,4,28,54,20,0
2023,5,29,37,6,0
2011,6,20,49,26,1
2010,1,11,8,22,0
2019,2,15,15,8,0
2010,1,18,38,23,0
2009,2,9,26,15,1
2023,8,30,42,17,0
2008,8,20,9,5,1
2012,1,13,14,24,1
2008,6,13,41,4,0
2010,5,3,27,30,0
2014,7,7,10,12,0
2011,11,9,49,26,1
2016,5,16,8,22,1
2018,7,2,9,5,1
2010,1,13,28,25,1
2012,7,30,30,19,1
2015,10,5,52,14,0
2008,2,13,55,31,1
2010,9,24,40,27,0
2014,1,27,48,29,0
2008,4,30,29,27,0
2010,4,26,43,1,1
2013,9,25,16,9,0
2013,5,29,47,4,1
2012,4,30,54,20,0
2014,4,21,0,12,0
2018,2,14,35,21,1
2009,5,18,25,18,0
2022,6,17,45,10,0
2021,2,17,14,24,0
2008,12,31,31,13,0
2019,4,3,25,18,0
2012,9,7,1,0,1
2013,7,22,2,3,0
2007,4,16,23,27,1
2021,12,1,28,25,1
2010,11,3,0,12,0
2020,4,27,4,5,0
2023,11,8,19,25,1
2013,6,12,30,19,1
2011,9,5,12,7,0
2023,1,13,14,24,1
2016,1,11,50,29,0
2019,12,13,37,6,0
2011,10,17,29,27,0
2010,12,22,19,25,0
2011,9,7,54,20,0
2011,1,21,53,18,1
2008,1,25,27,30,1
2017,12,11,15,8,0
2022,11,18,14,24,0
2020,4,3,15,8,0
2019,3,8,1,0,1
2011,10,28,21,2,0
2012,12,7,46,6,0
2021,9,17,0,12,0
2017,6,28,13,16,0
2021,7,19,15,8,1
2019,8,28,30,19,0
2019,6,21,9,5,0
2015,11,23,31,13,0
2022,1,5,24,1,0
2017,11,3,8,22,1
2022,4,27,12,7,1
2023,3,8,6,27,1
2019,5,29,21,2,0
2012,4,13,50,29,0
2021,11,24,53,18,1
2016,12,14,45,10,1
2023,9,15,21,2,1
2018,3,7,12,7,1
2009,6,10,23,27,1
2013,3,27,7,11,1
2011,11,30,21,2,1
2010,11,26,48,29,0
2018,5,18,44,28,0
2012,6,20,1,0,0
2013,12,18,34,20,1
2010,7,26,45,10,0
2014,1,22,17,14,0
2014,5,23,44,28,0
2021,9,29,19,25,1
2014,11,24,39,25,0
2019,1,23,0,12,0
2009,6,26,35,21,0
2015,10,30,55,31,1
2016,1,29,13,16,0
2013,4,22,23,27,1
2012,3,9,33,29,1
2014,2,28,10,12,1
2020,2,24,17,14,1
2007,3,30,50,29,1
2008,9,1,11,29,1
2023,9,11,17,14,0
2010,3,19,32,6,1
2014,7,9,20,11,1
2008,4,18,43,1,1
2014,11,12,16,9,0
2008,2,6,4,5,1
2010,6,16,8,22,0
2011,1,24,17,14,1
2019,1,9,38,23,0
2010,3,26,41,4,0
2016,7,27,44,28,0
2023,1,11,25,18,1
2011,1,12,28,25,0
2009,11,4,30,19,0
2015,9,30,15,8,0
2023,4,26,55,31,0
2007,10,29,13,16,1
2014,5,23,24,1,0
2015,7,27,52,14,1
2016,4,6,49,26,1
2007,2,15,10,12,1
2020,2,7,22,11,1
2010,4,21,35,21,0
2008,7,9,14,24,0
2007,1,24,43,1,0
2012,2,13,36,27,1
2012,10,17,18,9,0
2009,5,25,10,12,1
2022,8,12,50,29,0
2018,10,29,46,6,0
2019,10,7,11,29,0
2020,9,14,24,1,0
2013,9,11,21,2,1
2017,5,22,9,5,1
2015,8,28,39,25,1
2009,3,2,45,10,0
2022,7,20,43,1,1
2011,12,12,17,14,1
2012,1,25,46,6,1
2007,10,29,16,9,1
2012,9,14,5,25,1
2020,1,29,22,11,1
2015,5,29,8,22,0
2021,4,26,26,15,1
2012,9,12,34,20,0
2021,9,8,6,27,1
2017,6,14,23,27,0
2019,3,6,2,3,1
2013,10,9,1,0,0
2023,4,12,46,6,1
2016,5,2,26,15,1
2015,12,14,0,12,0
2010,12,1,29,27,1
2018,5,2,44,28,1
2015,8,17,49,26,1
2020,4,3,26,15,1
2015,6,12,44,28,0
2008,12,15,12,7,1
2024,2,16,50,29,0
2014,9,17,28,25,0
2015,10,23,16,9,1
2009,3,25,0,12,1
2014,10,27,29,27,1
2018,7,11,18,9,0
2017,6,16,42,17,0
2013,3,13,42,17,0
2015,1,9,52,14,0
2007,2,15,8,22,1
2013,9,4,3,22,1
2009,2,25,22,11,1
2019,11,1,28,25,1
2020,8,28,4,5,0
2012,12,31,43,1,1
2023,10,23,22,11,0
2023,3,10,38,23,0
2012,6,18,23,27,1
2008,10,13,38,23,1
2020,4,22,37,6,1
2021,4,5,44,28,1
2013,3,13,35,21,1
2010,8,30,19,25,0
2017,3,6,2,3,1
2018,11,12,28,25,1
2019,9,9,28,25,1
2023,5,22,5,25,0
2018,4,6,51,8,1
2014,12,12,34,20,0
2013,11,22,6,27,0
2015,2,27,32,6,1
2012,2,3,23,27,1
2017,1,4,44,28,1
2018,2,2,3,22,1
2019,3,25,15,8,1
2022,8,31,25,18,0
2013,9,9,4,5,1
2007,5,17,23,27,1
2007,4,20,2,3,0
2019,9,6,0,12,1
2010,3,10,38,23,1
2008,7,28,53,18,0
2022,3,28,27,30,0
2021,5,24,24,1,1
2022,11,9,1,0,1
2012,5,30,39,25,0
2017,6,16,6,27,0
2007,7,9,40,27,0
2012,9,10,50,29,0
2007,5,11,16,9,1
2020,3,25,1,0,1
2023,7,3,21,2,0
2023,1,27,42,17,0
2011,1,19,48,29,0
2009,3,4,15,8,0
2017,1,6,52,14,0
2011,8,3,43,1,1
2014,1,8,43,1,1
2011,9,30,50,29,0
2008,2,1,12,7,1
2010,11,12,0,12,0
2012,7,11,34,20,1
2010,4,12,0,12,1
2011,6,24,4,5,0
2023,4,19,3,22,0
2010,3,17,3,22,1
2014,8,20,52,14,0
2022,5,9,1,0,1
2016,8,10,11,29,0
2023,8,21,4,5,1
2023,12,8,12,7,1
2018,3,23,35,21,0
2023,11,17,21,2,0
2010,7,14,4,5,1
2008,10,22,40,27,1
2016,9,30,35,21,0
2007,5,10,49,26,0
2020,10,30,1,0,0
2015,9,21,17,14,0
2016,3,7,15,8,0
2017,3,1,23,27,1
2012,6,20,48,29,1
2007,2,23,52,14,1
2010,5,28,47,4,1
2019,12,16,17,14,1
2019,4,8,24,1,0
2011,8,29,6,27,1
2019,1,11,19,25,0
2016,6,10,3,22,1
2022,1,12,37,6,1
2020,4,3,40,27,1
2022,5,6,47,4,0
2012,9,19,45,10,0
2011,5,13,53,18,1
2023,8,16,19,25,1
2007,1,19,0,12,1
2013,6,3,7,11,1
2007,2,6,48,29,1
2011,10,17,53,18,0
2010,11,26,17,14,1
2010,10,1,32,6,0
2013,6,12,3,22,1
2018,5,11,13,16,0
2018,11,26,8,22,1
2010,1,13,31,13,1
2020,2,14,7,11,1
2020,4,3,51,8,0
2023,2,20,6,27,0
2020,5,13,25,18,1
2019,2,18,48,29,1
2010,7,12,24,1,0
2013,4,24,25,18,0
2007,2,15,4,5,1
2009,10,5,6,27,1
2023,6,7,17,14,1
2007,4,17,44,28,0
2014,4,11,30,19,0
2012,5,14,16,9,1
2011,1,19,37,6,1
2011,3,30,48,29,1
2021,12,17,9,5,0
2014,3,5,15,8,1
2019,6,12,46,6,0
2021,11,5,48,29,0
2019,8,12,32,6,0
2020,5,13,9,5,0
2012,12,21,4,5,1
2012,8,24,0,12,1
2016,6,20,8,22,1
2014,9,26,41,4,1
2012,10,10,38,23,0
2018,3,5,45,10,1
2008,5,21,8,22,0
2013,2,22,46,6,0
2014,11,3,17,14,0
2012,2,29,3,22,0
2013,1,9,30,19,0
2012,3,2,2,3,1
2009,5,18,49,26,0
2013,12,13,50,29,1
2015,3,18,7,11,1
2023,8,30,54,20,0
2018,6,8,18,9,1
2023,4,5,6,27,1
2009,4,24,42,17,1
2018,10,15,23,27,0
2012,2,24,10,12,0
2023,1,4,41,4,1
2013,3,20,52,14,1
2016,5,6,22,11,0
2022,2,18,37,6,1
2008,4,9,30,19,1
2012,10,24,2,3,1
2016,1,18,45,10,0
2007,6,18,34,20,1
2011,3,23,26,15,1
2014,1,22,9,5,1
2008,1,16,55,31,0
2007,6,14,52,14,1
2007,2,24,22,11,1
2008,10,1,14,24,0
2007,4,25,40,27,0
2011,9,7,15,8,0
2009,2,6,33,29,1
2012,6,8,24,1,1
2007,3,31,36,27,0
2007,2,24,17,14,0
2011,6,3,35,21,1
2016,7,18,20,11,1
2007,7,30,51,8,0
2017,5,15,11,29,1
2013,8,19,49,26,1
2016,12,14,47,4,0
2022,4,20,4,5,1
2009,8,26,47,4,0
2018,10,19,37,6,0
2021,12,15,52,14,1
2008,1,25,30,19,0
2023,6,23,52,14,1
2007,7,23,13,16,0
2015,9,21,35,21,1
2007,8,27,26,15,1
2013,7,22,21,2,0
2013,7,5,17,14,0
2008,12,24,36,27,0
2013,3,11,27,30,1
2017,7,19,36,27,1
2014,11,26,18,9,0
2013,8,21,2,3,1
2010,5,21,19,25,1
2016,7,11,52,14,1
2011,8,24,29,27,1
2012,6,22,38,23,1
2013,6,21,32,6,1
2007,6,12,12,7,1
2010,2,3,43,1,1
2020,9,14,22,11,1
2012,11,28,33,29,0
2019,8,14,21,2,0
2018,7,9,34,20,0
2018,3,26,21,2,1
2020,2,10,5,25,1
2023,1,2,26,15,1
2015,2,20,26,15,1
2020,11,11,26,15,1
2009,12,16,40,27,0
2011,7,25,52,14,0
2023,5,24,19,25,0
2016,9,19,7,11,0
2012,10,5,38,23,0
2023,12,27,28,25,0
2020,8,28,36,27,1
2014,2,28,46,6,0
2018,4,9,32,6,1
2014,10,17,17,14,0
2016,11,14,41,4,1
2011,12,23,38,23,0
